"Crop Year","RM","Winter Wheat - bu/ac","Canola - bu/ac","Spring Wheat - bu/ac","Mustard - lbs/ac","Durum - bu/ac","Sunflowers - lbs/ac","Oats - bu/ac","Lentils - lbs/ac","Peas - bu/ac","Barley - bu/ac","Fall Rye - bu/ac","Canary Seed","Spring Rye - bu/ac","Tame Hay - tons/ac","Flax - bu/ac","Chick Peas - lbs/ac"
"2017","316","","37.08","53.96","","59.48","","","1872.06","38.2","67.13","","","","","",""
"2017","317","","37.27","45.12","1250","41.14","","60","1759.28","38.7","59.03","25","","","","28.35",""
"2017","318","","44.29","52.83","","56.03","","80","1796.13","47.5","71.79","35","1684.63","","","30.69",""
"2017","319","","40.22","45.17","1206.94","55.7","","","1880.62","40.8","73.27","","1678.97","","","26.39",""
"2017","320","","32.35","39.49","","49.62","","","1404","38.3","57.64","","865.31","","","22.18",""
"2017","321","","24.91","35.87","","38.29","","","1243.17","25.6","48.34","","899.97","","","13.73",""
"2017","322","","21.77","22.47","","35.67","","","1157.83","30.4","24.51","","448.52","","","",""
"2017","331","","49.19","61.06","","","","","","65.1","73","","","","","",""
"2017","333","66.49","49.42","67.96","","","","","","72.5","84.86","","","","","42.02",""
"2017","334","","47.26","58.66","","","","128.85","","53.0","84.72","","","","","34.99",""
"2017","335","","43.42","43.66","","","","96.77","","56.9","94.75","","","","","",""
"2017","336","","44.19","53.91","","","","100.58","","42.2","79.11","","846.69","","","",""
"2017","337","","47.3","64.68","","","","108.53","","53.8","79.2","","","","","31.16",""
"2017","338","","52.95","66.65","","","","135.16","","44.4","89.4","","1963.48","","","",""
"2017","339","48","42.28","57.34","1150","34","","94.47","1020","50.5","76.66","37","1664.52","","","28.54",""
"2017","340","","32.53","43.37","","","","88.42","1678.63","43.1","66.82","","1013.11","","","31.5",""
"2017","341","","42.64","45.49","","34.98","","93.41","","43.1","65.31","","","","","29.67",""
"2017","342","","40.73","50.36","","","","73.3","1838.34","46.3","65.17","","","","","27.87",""
"2017","343","","45.42","52.35","","","","115.69","1888.06","47.7","74.72","","","","","24.09",""
"2017","344","","41.63","44.19","700","40.93","","81.52","1445.03","44.2","57.74","20","","","","27.01",""
"2017","345","","42.25","51.76","","","","90.2","1902.09","44.6","65.21","","","","","29.95",""
"2017","346","","43.86","48.04","1250","50","","70","2028.84","46.2","78.77","","","","","",""
"2017","347","","35.17","46.85","1500","29.73","","55","1854.24","37.7","73.54","","","","","32.09",""
"2017","349","","36.21","45.62","","61.39","","","1682.31","37.3","61.55","","","","","34.28",""
"2017","350","","37.33","48.76","","46.84","","","1923.31","37.7","65.86","","","","","32.64",""
"2017","351","","30.05","46.99","699.69","42.05","","","1260.49","32.4","55.92","","","","","28.51",""
"2017","352","","29.86","38.04","1250","34.01","","39.85","1132.76","26.1","46.88","25","750","","","15",""
"2017","366","","33.66","47.11","","","","98.43","","45.4","68","","1465.86","","","",""
"2017","367","","43.97","56","","","","122.59","","48.1","72.26","","","","","",""
"2017","368","","44.07","69.99","","","","126.26","","50.9","81.65","","1402.17","","","",""
"2017","369","","49.57","63.33","","","","124.95","","56.9","86.27","","1848.78","","","30",""
"2017","370","","46.3","54.06","","65","","101.5","2183.37","51.4","82.98","","1106.23","","","32.21",""
"2017","371","","38.46","49.5","","48.58","","94.66","1705.45","45.1","70.48","","","","","26.26",""
"2017","372","","36.99","39.99","","","","73.75","1588.08","40.9","59.42","","1176.62","","","18.8",""
"2017","373","","30.76","46.88","","","","69.01","915.77","38.3","67.18","","852.28","","","25.51",""
"2017","376","","35.93","42.07","","","","38.61","1792.03","38.5","52.31","","","","","",""
"2017","377","","40.92","46.71","","","","50","1990.08","50.5","63.63","","","","","",""
"2017","378","45","36.8","40.51","","","","61.08","1786.37","39.3","59.82","","","","","",""
"2017","379","","38","46.14","","","","90","1731.38","46.6","73.79","","","","","",""
"2017","380","","46.18","53.72","","","","","2739.23","49.6","85.92","","","","","",""
"2017","381","","41.7","53.06","","","","","1337.69","39.1","61.81","","","","","35.8",""
"2017","382","","26.1","37.22","750","28.7","","60","2108.92","38.6","55.68","","1400","","","24",""
"2017","394","","37.59","54.69","","","","112.31","","20.2","69.56","","","","","",""
"2017","395","","39.49","55.16","","","","112.42","","48.4","71.11","","1302.9","","","18",""
"2017","397","","43.83","45.7","","","","103.62","","45.1","59.94","25","","","","",""
"2017","398","","42.86","61.51","","","","127.45","","48.8","80.55","","","","","25.26",""
"2017","399","","48.22","57.75","","","","111.04","","56.7","73.95","","","","","30.45",""
"2017","400","70","39.97","55.16","","71.55","","112.8","","48.3","71.68","80","","","","32.57",""
"2017","401","","43.9","54.18","","85.37","","106.11","2373.25","52.8","69.67","","","","","37.98",""
"2017","402","","40.19","48.2","","","","117.97","1717.11","44.5","73.01","","","","","",""
"2017","403","","43.36","53.06","","","","106.06","2120.48","42.3","76.7","","","","","36.01",""
"2017","404","","49.18","56.87","","","","","2313.89","42.1","79.77","","","","","",""
"2017","405","","43.32","48.41","","","","66.88","960.53","37.9","61.12","","","","","33.11",""
"2017","406","","37.69","41.18","","","","76.37","1548.59","37.4","59.08","","","","","25",""
"2017","409","","43.98","51.62","","","","75","1922.06","38.3","68.28","","","","","",""
"2017","410","","46","60.3","","","","","2278.26","52.2","45.47","","","","","",""
"2017","411","","40.94","52.36","","","","83.97","","49.3","69.15","","","","","",""
"2017","426","","45.2","58.73","","","","113.68","","49.4","56.83","","1687.51","","","",""
"2017","427","","42.48","56.12","","","","118.56","","48.5","73.84","","1707.3","","","30.59",""
"2017","428","","42.69","58.05","","","","121.08","","45.7","71.36","","1969.99","","","",""
"2017","429","","39.42","51.96","","","","121.99","","48.7","76.6","","","","","",""
"2017","430","","40.81","48.49","","","","123.86","","48.1","72.53","","","","","",""
"2017","431","","51.42","54.4","","","","110.69","2372.05","54.0","75.89","","","","","",""
"2017","434","","47.14","51.38","","","","94.32","2239.29","53.4","81.29","","","","","32.67",""
"2017","435","","39.01","45.76","","","","79.63","2437.72","43.1","71.02","","","","","39",""
"2017","436","","34.51","48.97","","","","86.82","1327.12","47.1","63.67","","","","","38.83",""
"2017","437","","41.25","49.94","","","","134.94","1904.03","45.5","70.74","","","","","",""
"2017","438","","37.1","48.2","","","","92.04","1153.19","37.5","64.23","","","","","",""
"2017","439","","47.81","65.64","","","","","1578.36","48.6","76.33","","","","","",""
"2017","440","","46.33","62.29","","","","82.44","","48.6","71.64","","","","","",""
"2017","442","","46.17","60.73","","","","90.45","","53.5","66.84","","","","","",""
"2017","456","","34.75","55.28","","","","105.22","","46.7","61.91","","1288.43","","","29.98",""
"2017","457","","36.58","47.92","","","","101.49","","39.9","61.57","","1508.45","","","26.98",""
"2017","458","","40.43","54.91","","","","120.86","","53.1","78.37","","","","","",""
"2017","459","","41.1","44.19","","","","120.76","","53.4","80.16","","","","","",""
"2017","460","","41.66","53.95","","","","106.55","","59.4","70.39","","","","","27.95",""
"2017","461","","38.24","43.65","","","","93.49","","43.5","62.3","","","","","31.09",""
"2017","463","","43.41","51.4","","","","83.2","1888.52","43.7","72.21","","","","","",""
"2017","464","","45.2","54.2","","","","107.84","2084.02","67.2","80.21","","","","","",""
"2017","466","55","42.37","54.75","","","","97.65","1467.63","45.3","77.8","57","","","","",""
"2017","467","55","37.1","48.04","","","","90.52","1591.47","45.4","67.74","","","","","",""
"2017","468","","41.1","52.77","","","","84.93","1823.9","42.6","73.55","","","","","",""
"2017","469","","46.31","58.19","","","","","","49.0","","","","","","",""
"2017","470","","","","","","","","","","","","","","","",""
"2017","471","","39.3","57.66","","","","114.23","","41.0","63.77","","","","","",""
"2017","472","","44.03","66.46","","","","","","51.5","60.73","","","","","",""
"2017","486","","29.91","48.43","","","","113.8","","39.5","56.94","","1037.4","","","",""
"2017","487","","39.18","53.5","","","","94.36","","45.1","68.18","","","","","",""
"2017","488","","32.67","47.32","","","","109.85","","41.0","62.11","","","","","75",""
"2017","490","","35.66","54.79","","","","131.24","","44.4","69.29","","","","","",""
"2017","491","","37.26","53.09","","","","109.14","","38.2","56.93","","","","","",""
"2017","493","","47.95","56.95","","","","122.43","","46.1","78.2","90","","","","",""
"2017","494","","44.65","56.53","","","","103","1799.42","50.1","79.61","","","","","",""
"2017","496","","43.4","57.82","","","","123.61","","43.3","71.94","","","","","",""
"2017","497","60","43.46","52.92","","","","93.51","","41.9","67.55","","","","","",""
"2017","498","","40.07","67.85","","","","121.95","2163.09","48.6","72.68","","","","","",""
"2017","499","","46.39","58.84","","","","105.46","2400","52.4","74.15","","","","","",""
"2017","501","35","45.72","54.22","","","","91.3","2418.16","49.9","67.15","45","","","","",""
"2017","502","","45.07","56.51","","","","97.69","","39.7","65.89","","","","","",""
"2017","520","","39.03","52.99","","","","113.23","","45.0","71.55","","","","","",""
"2017","555","","43.06","","","","","118.51","","","","","","","","",""
"2017","561","","43","61.46","","","","92.9","","28.9","43.23","","","","","",""
"2017","588","","34.06","47.91","","","","87.72","","32.3","52.1","","","","","",""
"2017","622","","43.06","59.49","","","","93.01","","43.6","","","","","","",""
"2018","1","","39.2","50","","","","96","","42.0","76","","","","","25",""
"2018","2","","33.8","44.4","","","","71.4","","47.0","63","","","","","24",""
"2018","3","40","32.6","46.6","","50","","72.5","1684","35.5","65","28.5","","","","26.2",""
"2018","4","","36","46","","46","","","979","38.0","50.4","","","","","21",""
"2018","5","","29.9","39.1","","49","","","1579","34.0","72","","","","","25",""
"2018","6","","24.8","37","","36.4","","","1137","30.0","54","","","","","20","1975"
"2018","7","57","25","49","","32.8","","","1091","21.5","","","","","","17.6","1620"
"2018","8","","23.6","31","","32.4","","52","1205","","","","","","","17","1942"
"2018","9","","39","15","755","31.9","","61","922","36.0","","","","","","","2323"
"2018","10","","16","21","800","20.7","","","807","22.0","","","","","","","1507"
"2018","11","","21.3","","594","25","","40","865","","","","","","","","1323"
"2018","12","20","16.7","19.4","694","20","","40","840","19.0","50","20","","","","10","1900"
"2018","17","","28","","447","22.5","","","906","12.2","41","","","","","","899"
"2018","18","","18","34","731","22.4","","","768","17.2","45","","","","","","838"
"2018","19","","5","19.1","838","25","","","808","16.0","24","","","","","","1012"
"2018","31","52","35.4","44.1","","51","","85","","40.0","62.2","40","","","","",""
"2018","32","39","32.3","44.7","","","","84","","44.0","64","32","","","","21",""
"2018","33","","32.9","41.7","","41","","65.5","","47.0","79","","","","","24.3",""
"2018","34","48","36.4","46.2","","50","","73","1766","40.5","68.5","39","","","","25.5",""
"2018","35","26","35.6","41.5","885","48","","48","1260","36.0","68","","","","","22",""
"2018","36","34","32","35.1","","39.5","","48","1799","40.0","58","","","","","16",""
"2018","37","45","25.7","27.8","951","33.6","","58","1077","38.0","","","","","","20.2","2121"
"2018","38","27.5","23.3","34.3","","29.4","","49.3","1367","25.0","39","27.5","","","","10.2","1674"
"2018","39","","31.6","37.5","954","37.8","","","1441","38.0","","","","","","20","2198"
"2018","40","","30","17.8","185","22.2","","19.6","583","19.1","45","","","","","15.3","1263"
"2018","42","","34","28","595","27","","","614","26.0","60","","","","","19","1691"
"2018","43","25","15.5","18.5","750","19.7","","31","721","15.9","20","25","","","","11","1191"
"2018","44","","18","15.1","650","26.4","","4","791","14.3","9","","","","","","670"
"2018","45","","30","13","631","24.3","","","556","19.7","12","","","","","9",""
"2018","46","","","26","615","26.4","","","865","22.0","29","","","","","",""
"2018","49","","25","","834","25.2","","","971","20.1","37","","","","","21","1175"
"2018","51","33","13.5","21.9","650","24.9","","44","682","25.0","35.1","","","","","","1824"
"2018","61","","34.6","51.5","","56","","91.2","","47.0","70.3","","","","","17.6",""
"2018","63","","39.4","55","","72","","99.9","2468","46.0","92","","","","","24",""
"2018","64","40","38","44.4","","42.5","","102.5","1074","39.0","79.5","","","","","27",""
"2018","65","","33.6","40.7","","35.4","","56.5","","33.0","58.5","","1109","","","18.3",""
"2018","66","","31.5","42.1","","38.2","","75","1290","35.0","52.1","","","","","18.5",""
"2018","67","33","29.5","31.4","","39.7","","60","1519","38.0","67","","1548","","","17.3","1834"
"2018","68","","31.5","31","600","31.3","","23","1279","22.0","62","","","","","14","1887"
"2018","69","","24.9","20.8","893","30.5","","26","1266","28.0","31","","","","","12","1594"
"2018","70","","25","26","670","29.6","","","1464","29.0","35","","","","","17","1722"
"2018","71","","26.5","37","653","26.6","","","1100","21.6","40","","","","","17","1936"
"2018","72","","28.3","40","","32.1","","","1294","22.5","35","","","","","18.6","1377"
"2018","73","","24.9","35","","28.8","","","1088","18.6","","","","","","18","1351"
"2018","74","","24.7","24","492","27.7","","","750","18.5","7","","","","","11","1360"
"2018","75","","24","26","731","25.1","","60","944","23.0","48","26","","","","16","1278"
"2018","76","","15","23.5","698","20.4","","25","800","16.7","21.5","","","","","15.5","691"
"2018","77","","20.6","","393","22.3","","","781","16.1","","","","","","",""
"2018","78","","22.1","","478","32.5","","","968","26.3","44","","","","","5",""
"2018","79","","24.5","40","750","29.7","","","1080","24.7","40.8","","","","","20","1080"
"2018","91","60","38.9","54","","","","70","","40.0","70.3","","","","","",""
"2018","92","","40.7","53.2","","51","","74","","52.0","63.2","","","","","",""
"2018","93","","40.5","49.8","","","","80","","","78","","","","","30",""
"2018","94","60","39.6","53","","60","","66.1","","59.5","74","","","","","35",""
"2018","95","","37","50.5","","60","","79","2411","42.6","71","","1570","","","23.8",""
"2018","96","50","41.8","55.1","","56.3","","80","1876","43.5","74.5","50","1870","","","25.2",""
"2018","97","","42.9","40","","42.7","","64.5","1536","46.0","69.5","","1269","","","25.1",""
"2018","98","","37.3","65","","44.5","","133","1582","46.0","","","1863","","","23.3","2941"
"2018","99","","39","26","392","32.1","","","964","20.1","20.4","","941","","","24",""
"2018","100","","33.5","25","","29.8","","24","1160","25.0","44","","","","","12","1722"
"2018","101","","28.5","21","196","30.7","","36","1358","29.0","31","","","","","","1490"
"2018","102","","35","25","","36","","","963","27.0","65","","","","","20","1871"
"2018","103","","29.6","35","600","36.7","","","1196","21.5","48","","","","","","1416"
"2018","104","","35.8","34","646","40.2","","","1483","25.8","40","","","","","16","1462"
"2018","105","","27.6","26.5","956","30.6","","30","1048","23.9","42.5","","","","","18.5","1421"
"2018","106","","23.7","25.5","616","27.9","","37","1090","25.3","39.5","","","","","15.7","944"
"2018","107","","28.4","22","499","30.7","","30","1043","28.8","26","","","","","6","518"
"2018","108","","26.5","29","692","34.1","","","1108","21.8","52","","","","","",""
"2018","109","","26.5","31","","32","","","1405","27.0","54","","","","","",""
"2018","110","20","","20","","21.5","","25","958","23.5","27","18","","","","",""
"2018","111","","36","33.5","","39","","","1473","36.0","63","","","","","","1786"
"2018","121","","47","67","","","","102","","","87","","","","","",""
"2018","122","45","35","55.5","","","","73.6","","55.0","65","45","","","","25.5",""
"2018","123","","40.9","47.3","","","","73.5","","46.0","67.5","","","","","25",""
"2018","124","41","33.3","46.6","","49","","73.7","","40.5","64.8","35","","","","23.5",""
"2018","125","60","39.5","50.7","","55.5","","74","1500","45.0","67.6","50","1654","","","25.5",""
"2018","126","","36.6","46.4","","47.1","","60","1408","44.0","58","","","","","19.7",""
"2018","127","","36.7","45.4","","46.4","","82.3","1472","34.3","72","","985","","","23.9",""
"2018","128","","37.2","51.9","","42.8","","107","1398","32.8","71","","1658","","","19.8",""
"2018","129","","43.5","47.6","","50.2","","","1311","31.0","62","","1212","","","20.9","3194"
"2018","130","","33.3","47.7","","42","","","1059","20.1","48","","","","","19.2","2004"
"2018","131","35","25.5","28.3","","30","","37","1083","25.5","45","37","900","","","17.3","1555"
"2018","132","","17","31","750","32.5","","50.5","1045","30.0","65","","","","","",""
"2018","133","","37","36","","33","","48","1097","38.0","","","","","","27","1885"
"2018","134","","25.7","21.4","","32","","","996","9.0","21","","","","","10","1464"
"2018","135","","25","19.2","663","32.9","","21","890","26.0","26","","","","","13","1316"
"2018","136","","27","40","996","35","","","1292","28.0","53","","","","","",""
"2018","137","","27","36","619","36.4","","","1365","25.3","42.8","","","","","","1746"
"2018","138","","28.5","30.3","679","34.2","","48.5","1251","28.1","50","","","","","",""
"2018","139","","26","33","","36","","35","1115","22.0","47","30","","","","",""
"2018","141","","","41","","28.9","","","1025","23.4","34","","","","","",""
"2018","142","","20.4","29.2","629","29","","","1114","23.1","35.4","","","","","","1193"
"2018","151","40","42.6","53.4","","","","75.5","","","64.5","40","","","","35",""
"2018","152","","40.6","54.3","","","","68.4","","34.0","","","","","","",""
"2018","153","","34.8","62","","","","86","","64.0","75","","","","","28",""
"2018","154","39.5","37.8","53.2","","","","77.5","2557","36.0","67.9","35","","","","23.5",""
"2018","155","","39.7","51.3","","47","","76.5","2321","50.0","78.1","","1500","","","27.1",""
"2018","156","","42","59","","48.5","","86","1797","43.5","68","","1485","","","24",""
"2018","157","","37.1","54.1","","55","","61","1774","45.0","70.3","","","","","24.5",""
"2018","158","","37.2","44.7","","43.9","","74","1646","40.0","68.2","","1340","","","22.8",""
"2018","159","","38.8","43.8","","47.7","","64","1761","35.4","55.7","","1307","","","20.7",""
"2018","160","","37.3","41.2","","43.6","","85","1576","30.9","57.9","","","","","21.5",""
"2018","161","","37.4","46.5","","39.2","","","1295","24.0","49.3","","","","","20.8","1867"
"2018","162","","49","43.9","","51","","54","1281","","65","","","","","","2507"
"2018","163","","44","41","","43","","57","1123","25.0","","","","","","19","2119"
"2018","164","","30","33","","32","","","1268","27.0","","","","","","",""
"2018","165","","31.9","33.6","","35.3","","","1026","24.6","55.5","","","","","9",""
"2018","166","","28.2","32.3","","30.7","","","917","18.8","45","","","","","17",""
"2018","167","","33.4","27.9","","35.7","","50","1100","27.6","45.4","","","","","8","796"
"2018","168","15","33.4","28.5","788","35.2","","33.5","1120","22.1","42","15","1001","","","12.5","1109"
"2018","169","","33","33","","38","","","1272","26.1","54","","","","","",""
"2018","171","","22.1","30","373","29.9","","26","1025","24.1","29","","","","","",""
"2018","181","","39.6","56.4","","","","93","","54.0","76.8","","","","","",""
"2018","183","40","37.5","50.4","","","","74.9","","41.5","71.3","40","","","","26.3",""
"2018","184","","32","49.7","","","","71.3","1464","35.0","64","","","","","23",""
"2018","185","","36.8","47.1","","","","81.1","1971","33.6","60.1","","","","","21.9",""
"2018","186","","41.3","53.5","","59","","81","1917","44.8","76.1","","1545","","","22.7",""
"2018","187","","38.4","51.7","","54","","","","38.0","64","","","","","26",""
"2018","189","","32.1","38.1","","40","","","1370","29.8","57","","1396","","","21.3",""
"2018","190","","25.2","31","","20.5","","43.3","1277","29.0","40.2","","","","","16",""
"2018","191","","46.5","56","","56","","","1883","38.0","51","","","","","21","1766"
"2018","193","32","38.5","41.7","900","44","","59.5","1413","29.8","59","","1200","","","16.5","1610"
"2018","194","","40","42","","44","","29","1475","27.0","49","","","","","19","2127"
"2018","211","55","36.9","52.8","","","","85.9","","50.0","75.2","50","","","","27",""
"2018","213","","35.9","54.1","","","","95","2149","45.5","69.1","","","","","18.1",""
"2018","214","60","36.1","45","","","","74.3","","36.6","54","","","","","22",""
"2018","215","","35.5","44.3","","","","74.4","1440","38.0","72","","","","","23",""
"2018","216","30","36.2","44.1","","30","","86.2","1500","38.4","66.8","35","","","","26",""
"2018","217","","40.9","52.1","","50","","81.6","1780","38.6","69.5","","","","","",""
"2018","218","","34.6","43.1","930","42","","59","1645","27.7","64.5","","","","","20.4",""
"2018","219","","33.7","37.9","816","41","","49.8","1582","32.6","58","","","","","19.2","1645"
"2018","220","","33.3","35.6","","35.2","","42.8","1462","29.0","40.5","","","","","17.5",""
"2018","221","22","35.9","44.7","","40","","53.5","1557","32.9","58","","","","","23.4",""
"2018","222","","37","49.8","","48.5","","90","1487","38.0","70","","","","","21.7","2269"
"2018","223","","34.1","37.2","","36.5","","40","1396","28.0","39.5","","","","","21",""
"2018","224","","42","49","375","43","","","1640","28.0","","","","","","","730"
"2018","225","","31.8","33.9","","30","","","1184","24.0","51","","","","","20","1477"
"2018","226","","28","46.8","","35.2","","43","1316","21.4","47.7","","","","","22","1254"
"2018","228","38","32.2","38.8","","39.1","","","1106","29.6","58.6","","892","","","11","950"
"2018","229","30","28.5","28.5","646","31","","35","1230","24.9","43.6","","1250","","","14.5","1500"
"2018","230","","22.8","34","781","33.5","","","1099","26.4","40","","747","","","10","1501"
"2018","231","","36","33.9","740","37.4","","","1134","27.5","29","37","1113","","","19","1056"
"2018","232","","38","32","793","29","","","1015","29.0","47","","","","","","1076"
"2018","241","55","39.2","48.3","950","35","","90.2","900","41.5","61","35","1000","","","20","900"
"2018","243","64","48","50.9","","","","91.2","","64.0","71.4","","","","","",""
"2018","244","","42","53","","","","85.4","","43.0","79","","","","","",""
"2018","245","50","39.5","44.9","","","","87","","39.5","60.9","","","","","21.8",""
"2018","246","35","34.3","37.7","","","","72.9","","37.5","62.5","","","","","20",""
"2018","247","","37.3","43.8","","","","75.9","1735","37.0","60.4","","723","","","21.3",""
"2018","248","","32.9","38.5","","37","","81","1045","32.4","52.5","","","","","24",""
"2018","250","","31.9","41.2","","41","","","1493","35.9","60","","","","","22.9","1281"
"2018","251","","33.8","41","","38.5","","66.5","1733","33.0","52.5","","","","","19.5",""
"2018","252","","38.6","43.9","","48","","","1533","33.3","59.6","","","","","21.5",""
"2018","253","","32.9","47","512","48","","46","1425","30.0","62.3","","","","","",""
"2018","254","","33.6","44.8","","40","","","1375","30.0","43.4","","","","","22","1889"
"2018","255","","32.5","35.5","","30","","","1207","30.8","45","","","","","20.1",""
"2018","256","","31","35","757","30","","","996","24.0","39","","","","","15",""
"2018","257","26","36.5","36.9","658","34.3","","","1256","24.8","43.7","","906","","","15.5","1080"
"2018","259","","33.9","44","","44.5","","","1452","31.2","53.6","","1085","","","13","1422"
"2018","260","","32.1","43.5","465","46.7","","","1576","28.0","54","","","","","25","1801"
"2018","261","","36.2","40.1","787","45.4","","","1455","33.4","52.2","","917","","","22","1237"
"2018","271","","54.9","70.7","","","","129","","58.0","99","","","","","",""
"2018","273","","48.3","62.2","","","","99","","55.0","79","","","","","",""
"2018","274","","46.4","52.4","381","","","95.9","","49.0","78","","","","","39",""
"2018","275","","41.1","43.8","","32","","90.9","","35.0","68.7","","","","","",""
"2018","276","","38.2","47.8","","","","85.6","","40.0","59.1","","1382","","","25",""
"2018","277","","33.1","42.2","","","","76.1","","29.0","55.3","","","","","20",""
"2018","279","","","","","","","","","","","","","","","",""
"2018","280","","39.1","45.4","","52","","89","2033","38.5","62","","","","","25.8",""
"2018","281","","43.3","46.7","","44","","84.2","1772","38.8","70.6","","","","","26.1",""
"2018","282","","38.3","49.7","","34","","57","1639","37.0","64.8","","","","","22",""
"2018","283","","30","39.7","648","25","","","1167","28.7","40","","847","","","10",""
"2018","284","","32.1","41.7","970","","","","958","29.0","35.8","","","","","17.8",""
"2018","285","25","29.4","33.4","","25.5","","45.5","1087","25.3","49","25","1000","","","16",""
"2018","286","","29.9","29","","26","","91","1030","23.0","38.5","","","","","17",""
"2018","287","","37.7","38.2","","40.3","","","1438","26.0","63.5","","837","","","17.6",""
"2018","288","25","32.5","41.1","982","38.5","","60","1367","33.0","60","20","750","","","20","900"
"2018","290","","38","45.9","","45.5","","","1551","29.2","62.8","","1161","","","28",""
"2018","292","","37.3","49.8","","42.5","","","1445","39.5","57.5","","","","","",""
"2018","301","","46.2","59.5","","","","79","","53.0","71","","","","","",""
"2018","303","","52.7","66.6","","","","82","","69.0","82.2","","","","","",""
"2018","304","","46.5","60.3","","","","109.5","","40.0","74.7","","1662","","","",""
"2018","305","","43.7","53.4","","","","98.8","","45.5","69.1","","1664","","","35",""
"2018","307","37","38.7","49.5","","","","84","","40.0","60.5","45","","","","28",""
"2018","308","35","42.9","50","","37.5","","84.3","1500","34.9","64.9","32","","","","27.5",""
"2018","309","","44.3","56.4","","","","65","","43.0","73","","","","","",""
"2018","310","","42.5","54.1","","","","53","1466","40.0","64","","","","","26",""
"2018","312","","40.8","41","","42","","85.5","1436","39.2","63","","1500","","","24.5",""
"2018","313","","34.4","38.6","","","","","","32.1","54","","","","","23",""
"2018","314","","33","198","","","","41","1742","35.0","43.5","","","","","25",""
"2018","315","","37","40","","","","","1074","24.0","51","","","","","",""
"2018","316","","34.5","48.9","","28","","30","1618","34.1","38","","","","","",""
"2018","317","","42.7","45.1","","39","","60","1542","37.2","52.5","25","","","","25",""
"2018","318","","39.4","46.3","","43.5","","","1628","37.0","64.3","","1504","","","30",""
"2018","319","","37.5","45.5","","55","","","1923","44.0","73.3","","1753","","","34","2057"
"2018","320","","35.1","39.5","900","49.9","","","1416","41.3","62.2","","1200","","","20.5",""
"2018","321","","32.1","43","","43.5","","","1951","31.4","61.5","","","","","32.5",""
"2018","322","","35","30.9","","38","","","1448","33.0","55","","","","","",""
"2018","331","","49.2","67.8","","","","","","59.0","72","","","","","",""
"2018","333","","49.4","68","","","","","","58.0","88.4","","","","","38",""
"2018","334","","47.3","58.4","","","","125.9","","54.0","84.7","","","","","",""
"2018","335","","43.4","45.1","","","","93.3","","57.0","83","","1726","","","",""
"2018","336","","40.2","50.9","","","","91.5","","48.5","73.1","","1124","","","24",""
"2018","337","","47.3","59.6","","","","99.2","","37.0","74.6","","","","","",""
"2018","338","","52.9","53","","","","98","","30.0","81.1","","","","","26",""
"2018","339","41","42.3","51.7","900","22","","81.5","900","45.1","67","38","1200","","","25.6",""
"2018","340","","36.8","43.4","","75","","75","","44.5","61.3","","","","","30.5",""
"2018","341","","42.6","45.5","","","","54","","32.0","59.7","","","","","22",""
"2018","342","","37.4","47","","36","","","1704","29.0","56.1","","","","","20",""
"2018","343","","45.4","48.8","","","","69","1885","36.9","62.2","","","","","27.8",""
"2018","344","","37.9","37.4","900","30","","74.1","1496","37.7","50.6","20","","","","23.9",""
"2018","345","","42.2","47.9","","","","68","1424","40.3","59.8","","","","","",""
"2018","346","","48","53.3","","51","","79","1957","50.2","78.8","","","","","27",""
"2018","347","","39.4","51.6","","47","","60","1887","43.2","67.5","","","","","25",""
"2018","349","","36.2","49.3","","51","","","1700","39.0","70","","1962","","","32","2090"
"2018","350","","32.9","52","","45","","96","1872","35.8","67","","1900","","","25",""
"2018","351","","36.5","51.5","","54","","","2213","39.7","72","","","","","",""
"2018","352","","38.3","45.7","","42.5","","60.5","1842","38.5","62.3","30","1500","","","30",""
"2018","366","","38.2","49.6","","","","104.1","","43.0","70.6","","","","","",""
"2018","367","","45.3","55.8","","","","120.4","","48.1","72.3","","","","","",""
"2018","368","","44.1","70","","","","120.6","","40.0","75.2","","","","","",""
"2018","369","","49.6","58.1","","","","111.5","","49.7","82.6","","1720","","","",""
"2018","370","","38.9","45.9","","50","","88.5","1691","41.8","75.2","","","","","25",""
"2018","371","","38.5","49.5","","46.5","","87.4","1638","31.5","70.5","","1296","","","28",""
"2018","372","","37","45.8","","","","70.1","1730","40.9","58.6","30","1128","","","18",""
"2018","373","","29.3","37","","","","69","1803","33.0","49","","","","","21",""
"2018","376","","41.5","50.5","","","","84","2235","45.5","71.5","","","","","",""
"2018","377","","40.9","52.6","","","","","1766","44.0","88","","","","","",""
"2018","378","","36.8","40.5","","","","74","1735","42.8","66","","","","","",""
"2018","379","","38","49.7","","54","","","1879","46.4","71.6","","","","","",""
"2018","380","","46.2","47.8","","","","","2350","36.0","75","","","","","",""
"2018","381","","41.7","53.6","","","","","2178","40.6","82","","","","","",""
"2018","382","","38.7","45.7","","","","73.5","2364","51.0","72","","1750","","","30",""
"2018","394","","34.5","52.7","","","","100.1","","","89","","","","","",""
"2018","395","35","39.5","55.2","","","","112.4","","52.0","71.1","","1239","","","26",""
"2018","397","","43.8","50.3","","","","116","","45.0","68","","","","","",""
"2018","398","","44.5","61.5","","","","111.8","","48.0","76","","1543","","","",""
"2018","399","","48.2","57.8","","","","106","","48.0","66","","","","","",""
"2018","400","60","40","48.6","","52","","102","","42.9","71.7","60","","","","28.2",""
